,clust,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Unlimited Data,Monthly Charge,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
306,2,1,1,66,21.7,1,0,3,1,1,80.55,5265.1,0,1432.2,6697.3
307,1,1,1,24,2.05,1,2,22,0,1,78.85,1772.25,0,49.199999999999996,1821.45
308,1,1,1,24,0.0,1,1,5,0,1,39.1,971.3,0,0.0,971.3
309,2,1,1,65,18.69,1,2,30,1,1,106.25,6979.8,0,1214.8500000000001,8194.65
310,1,0,0,1,21.85,1,2,29,0,1,94.0,94.0,0,21.85,115.85
311,1,0,0,15,4.28,1,2,6,0,1,89.85,1424.95,0,64.2,1489.15
312,1,0,0,8,45.16,1,2,15,1,1,105.5,829.55,0,361.28,1190.83
313,1,0,0,7,32.4,1,2,7,0,1,73.75,545.15,0,226.79999999999998,771.9499999999999
314,1,0,0,9,2.45,1,1,7,0,1,54.55,494.05,0,22.05,516.1
315,1,0,0,37,26.95,1,2,17,0,1,76.25,2841.55,0,997.15,3838.7000000000003
316,1,0,0,3,2.26,1,2,3,0,1,70.4,204.7,0,6.779999999999999,211.48
317,2,1,9,48,43.04,1,2,5,1,1,117.45,5438.9,0,2065.92,7504.82
318,1,0,0,8,0.0,1,1,4,1,1,29.4,221.9,0,0.0,221.9
319,2,1,1,37,46.61,1,2,26,0,1,85.7,3171.15,0,1724.57,4895.72
320,1,0,0,28,9.67,1,2,28,1,1,106.15,3152.5,0,270.76,3423.26
321,1,0,0,36,23.33,1,2,23,0,1,90.85,3186.7,0,839.8799999999999,4026.58
322,1,1,1,4,42.13,1,0,52,0,1,46.0,181.6,0,168.52,350.12
323,1,0,0,8,5.21,1,2,8,1,1,94.45,742.95,0,41.68,784.63
324,1,0,0,50,18.92,1,2,11,0,1,95.7,4816.7,0,946.0000000000001,5762.7
325,2,1,1,61,35.11,1,2,17,1,1,104.4,6405.0,0,2141.71,8546.71
326,1,1,1,40,0.0,1,0,3,0,1,39.3,1637.4,0,0.0,1637.4
327,1,0,0,2,41.43,1,0,20,0,1,44.7,93.7,0,82.86,176.56
328,1,0,0,10,6.01,1,2,27,0,1,85.55,851.75,0,60.099999999999994,911.85
329,1,1,1,16,9.93,1,2,27,0,1,85.35,1375.15,0,158.88,1534.0300000000002
330,1,0,0,2,31.91,1,0,30,0,1,79.6,195.05,0,63.82,258.87
331,1,0,0,19,28.12,1,2,25,0,1,90.6,1660.0,0,534.28,2194.2799999999997
332,1,0,0,7,9.7,1,2,17,0,1,94.7,673.1,0,67.89999999999999,741.0
333,1,0,0,3,48.34,1,2,20,0,1,77.0,237.75,0,145.02,382.77
334,2,1,1,40,19.76,1,2,22,0,1,99.2,4062.2,0,790.4000000000001,4852.6
335,1,0,0,47,36.58,1,2,20,0,0,85.5,4042.3,50,1719.26,5811.56
336,1,0,0,15,7.99,1,2,27,0,1,75.3,1147.45,0,119.85000000000001,1267.3
337,2,1,3,24,49.76,1,2,11,1,1,104.25,2433.9,0,1194.24,3628.1400000000003
338,1,0,0,15,12.08,1,2,5,0,1,80.2,1217.25,0,181.2,1398.45
339,1,0,0,1,7.23,1,2,2,0,1,69.65,69.65,0,7.23,76.88000000000001
340,2,1,1,36,31.65,1,2,15,0,1,84.1,3021.6,0,1139.3999999999999,4161.0
341,1,1,1,34,25.84,1,2,15,0,1,79.6,2718.3,0,878.56,3596.86
342,1,0,0,1,0.0,1,0,26,0,1,36.45,36.45,0,0.0,36.45
343,2,1,1,47,38.31,1,2,7,0,0,80.35,3825.85,90,1800.5700000000002,5716.42
344,2,1,1,24,0.0,1,0,29,1,1,40.65,933.3,0,0.0,933.3
345,2,1,1,43,13.84,1,0,18,1,0,107.55,4533.9,140,595.12,5269.0199999999995
346,2,1,1,16,15.16,1,2,7,1,1,98.75,1587.55,0,242.56,1830.11
347,1,0,0,5,30.05,1,2,11,0,1,69.05,318.5,0,150.25,468.75
348,2,0,0,37,38.06,1,2,19,1,1,101.1,3744.05,0,1408.22,5152.27
349,1,0,0,5,0.0,1,1,15,0,1,45.7,198.0,0,0.0,198.0
350,1,1,1,28,16.43,1,2,20,0,1,101.3,2812.2,0,460.03999999999996,3272.24
351,2,1,1,10,11.12,1,2,30,1,0,92.5,934.1,100,111.19999999999999,1145.3
352,1,0,0,1,39.61,1,2,16,0,1,74.45,74.45,0,39.61,114.06
353,1,0,0,10,0.0,1,0,20,0,0,29.65,291.4,110,0.0,401.4
354,1,0,0,3,5.54,1,2,16,0,1,70.3,235.5,0,16.62,252.12
355,1,0,0,12,21.89,1,2,26,1,1,99.45,1200.15,0,262.68,1462.8300000000002
356,1,0,0,26,9.09,1,2,12,0,1,89.15,2277.65,0,236.34,2513.9900000000002
357,1,1,1,1,0.0,1,1,19,0,1,24.8,24.8,0,0.0,24.8
358,1,0,0,20,27.11,1,1,27,0,1,61.6,1174.35,0,542.2,1716.55
359,1,0,0,32,25.45,1,2,18,0,1,96.15,3019.25,0,814.4,3833.65
360,1,1,1,1,12.46,1,2,22,0,1,69.55,69.55,0,12.46,82.00999999999999
361,1,0,0,5,27.35,1,2,27,1,0,84.85,415.55,20,136.75,572.3
362,1,0,0,1,39.88,1,2,19,0,1,73.65,73.65,0,39.88,113.53
363,1,1,1,6,28.71,1,2,17,0,1,84.35,474.9,0,172.26,647.16
364,1,1,1,1,7.74,1,1,19,0,1,46.0,46.0,0,7.74,53.74
365,1,0,0,15,17.23,1,2,12,0,1,79.4,1156.1,0,258.45,1414.55
366,1,1,1,16,45.9,1,2,5,0,1,71.8,1167.8,0,734.4,1902.1999999999998
367,2,1,1,44,24.62,1,0,14,0,1,88.4,3912.9,0,1083.28,4996.18
368,1,1,3,3,7.38,1,2,11,0,1,83.9,267.4,0,22.14,289.53999999999996
369,1,0,0,1,43.45,1,2,30,0,0,69.85,69.85,40,43.45,153.3
370,1,1,1,26,18.26,1,2,3,0,1,84.95,2169.75,0,474.76000000000005,2644.51
371,1,0,0,22,46.11,1,2,27,0,1,90.5,1910.6,0,1014.42,2925.02
372,1,0,0,40,0.0,1,0,6,0,0,55.8,2109.35,80,0.0,2189.35
373,0,0,0,1,19.87,0,3,0,0,0,20.05,20.05,0,19.87,39.92
374,1,0,0,10,16.85,1,2,30,1,1,84.6,865.55,0,168.5,1034.05
375,0,1,1,1,22.86,0,3,0,0,0,20.85,20.85,0,22.86,43.71
376,2,1,1,58,16.94,1,2,19,0,1,105.5,6205.5,0,982.5200000000001,7188.02
377,1,0,0,6,29.41,1,2,30,0,1,85.15,503.6,0,176.46,680.0600000000001
378,2,1,1,71,44.66,1,2,8,0,1,105.1,7548.1,0,3170.8599999999997,10718.96
379,2,1,1,20,4.77,1,2,17,1,1,90.8,1951.0,0,95.39999999999999,2046.4
380,1,1,5,27,10.19,1,2,27,0,1,104.3,2867.75,0,275.13,3142.88
381,1,1,2,13,37.86,1,2,19,0,0,70.15,916.75,90,492.18,1498.93
382,2,1,5,68,1.98,1,2,19,0,1,96.55,6581.9,0,134.64,6716.54
383,1,0,0,1,31.13,1,2,5,0,1,69.65,69.65,0,31.13,100.78
384,1,0,0,1,30.23,1,2,30,0,1,89.3,89.3,0,30.23,119.53
385,1,0,0,15,19.11,1,2,8,1,0,96.3,1426.75,150,286.65,1863.4
386,1,0,0,9,12.18,1,2,6,0,0,85.05,746.5,30,109.62,886.12
387,1,0,0,1,39.1,1,2,27,0,1,70.3,70.3,0,39.1,109.4
388,1,0,0,70,0.0,1,1,20,0,1,45.25,3264.45,0,0.0,3264.45
389,1,0,0,20,5.71,1,2,22,0,1,71.3,1389.2,0,114.2,1503.4
390,1,1,1,21,19.74,1,2,18,0,1,69.1,1474.75,0,414.53999999999996,1889.29
391,1,0,0,1,28.82,1,2,22,0,1,86.0,86.0,0,28.82,114.82
392,2,1,1,46,0.0,1,1,15,1,0,59.9,2816.65,150,0.0,2966.65
393,1,0,0,14,16.36,1,2,6,0,1,78.95,1101.85,0,229.04,1330.8899999999999
394,2,0,0,47,16.83,1,2,12,1,1,85.2,3969.35,0,791.0099999999999,4760.36
395,2,1,1,13,27.82,1,2,4,1,1,98.0,1237.85,0,361.66,1599.51
396,1,0,0,3,35.43,1,2,18,1,1,105.0,294.45,0,106.28999999999999,400.74
397,2,1,1,26,9.28,1,2,26,1,1,93.85,2381.55,0,241.27999999999997,2622.83
398,1,1,1,8,46.05,1,2,22,0,1,84.0,613.4,0,368.4,981.8
399,1,1,1,18,4.98,1,2,18,0,1,78.55,1422.65,0,89.64000000000001,1512.2900000000002
400,1,0,0,4,0.0,1,1,19,0,1,25.2,102.5,0,0.0,102.5
401,1,0,0,15,17.19,1,1,19,0,1,55.0,757.1,0,257.85,1014.95
402,1,1,1,3,32.31,1,2,27,0,1,94.6,279.55,0,96.93,376.48
403,2,1,1,53,39.36,1,2,23,1,1,103.85,5485.5,0,2086.08,7571.58
404,2,1,1,68,47.17,1,2,29,1,1,105.3,7299.65,0,3207.56,10507.21
405,1,0,0,25,47.66,1,2,23,0,1,88.95,2291.2,0,1191.5,3482.7
406,2,1,1,66,48.87,1,2,13,1,1,110.85,7491.75,0,3225.4199999999996,10717.17
407,1,1,1,27,0.0,1,1,25,0,0,36.5,1032.0,30,0.0,1062.0
408,1,1,1,29,6.25,1,2,21,0,1,94.45,2653.65,0,181.25,2834.9
409,1,1,1,1,13.02,1,2,30,0,1,90.6,90.6,0,13.02,103.61999999999999
410,1,1,3,2,4.19,1,2,11,0,0,86.85,156.35,40,8.38,204.73
411,2,1,1,29,22.33,1,2,6,1,1,99.05,2952.85,0,647.5699999999999,3600.42
412,1,0,0,19,32.77,1,2,4,1,1,95.9,1777.9,0,622.6300000000001,2400.53
413,1,0,0,47,14.22,1,2,11,0,1,95.05,4504.55,0,668.34,5172.89
414,2,0,0,52,37.6,1,2,23,1,1,104.2,5568.35,0,1955.2,7523.55
415,1,0,0,11,3.62,1,2,22,0,1,95.15,997.65,0,39.82,1037.47
416,1,0,0,43,39.12,1,2,6,0,1,89.55,3856.75,0,1682.1599999999999,5538.91
417,1,0,0,46,36.78,1,2,29,0,1,85.0,3969.4,0,1691.88,5661.280000000001
418,1,0,0,6,47.35,1,2,29,0,1,98.25,560.6,0,284.1,844.7
419,1,0,0,1,0.0,1,0,9,0,1,25.7,25.7,0,0.0,25.7
420,1,1,6,1,41.16,1,2,6,0,1,76.4,76.4,0,41.16,117.56
421,1,1,5,22,0.0,1,0,18,0,1,40.05,880.2,0,0.0,880.2
422,1,0,0,1,20.55,1,2,5,0,1,73.0,73.0,0,20.55,93.55
423,2,0,0,33,38.53,1,2,2,1,1,83.85,2716.3,0,1271.49,3987.79
424,1,0,0,2,12.52,1,2,25,0,1,70.65,142.35,0,25.04,167.39
425,1,0,0,26,47.63,1,2,26,0,0,95.0,2497.2,60,1238.38,3795.58
426,2,0,0,60,34.39,1,2,17,1,0,106.0,6441.4,110,2063.4,8614.8
427,2,1,5,38,15.78,1,2,30,0,1,74.95,2869.85,0,599.64,3469.49
428,1,1,3,1,8.38,1,1,19,0,1,49.25,49.25,0,8.38,57.63
429,2,1,2,7,34.66,1,2,3,1,1,101.95,700.85,0,242.61999999999998,943.47
430,1,0,0,2,20.99,1,2,22,0,1,94.0,181.7,0,41.98,223.67999999999998
431,2,1,1,51,17.87,1,2,9,0,1,77.5,3807.35,0,911.37,4718.72
432,1,0,0,1,11.08,1,2,12,0,1,74.4,74.4,0,11.08,85.48
433,2,1,1,47,8.97,1,2,19,1,1,100.05,4871.05,0,421.59000000000003,5292.64
434,2,1,1,40,2.85,1,2,3,0,1,101.85,4086.3,0,114.0,4200.3
435,1,1,1,1,0.0,1,0,18,0,1,25.05,25.05,0,0.0,25.05
436,1,0,0,2,45.41,1,2,18,0,1,74.85,156.4,0,90.82,247.22
437,2,0,0,42,16.22,1,2,12,1,1,104.75,4323.45,0,681.24,5004.69
438,1,0,0,2,39.63,1,2,23,0,0,79.75,159.4,10,79.26,248.66000000000003
439,1,1,1,14,47.01,1,2,19,0,1,100.2,1369.8,0,658.14,2027.94
440,2,0,0,66,9.9,1,2,25,1,1,110.9,7432.05,0,653.4,8085.45
441,1,0,0,1,3.84,1,2,13,0,0,76.45,76.45,10,3.84,90.29
442,1,0,0,12,34.01,1,2,18,0,1,91.3,1094.5,0,408.12,1502.62
443,1,0,0,6,47.9,1,2,6,1,1,95.75,573.75,0,287.4,861.15
444,1,0,0,27,42.91,1,2,5,0,1,81.45,2122.05,0,1158.57,3280.62
445,1,0,0,3,26.32,1,2,8,1,1,91.05,289.1,0,78.96000000000001,368.06000000000006
446,2,1,1,2,17.73,1,2,18,1,1,79.2,172.85,0,35.46,208.31
447,1,0,0,14,35.07,1,2,10,0,1,74.3,1096.25,0,490.98,1587.23
448,2,1,1,57,42.1,1,2,3,1,1,100.6,5746.15,0,2399.7000000000003,8145.85
449,1,0,0,64,29.12,1,1,24,0,1,70.2,4481.0,0,1863.68,6344.68
450,1,0,0,2,9.86,1,2,21,0,1,70.75,154.85,0,19.72,174.57
451,1,0,0,40,44.86,1,2,4,0,1,79.2,3233.85,0,1794.4,5028.25
452,1,0,0,1,42.5,1,2,8,1,1,85.0,85.0,0,42.5,127.5
453,2,1,3,37,49.37,1,2,4,0,1,92.5,3473.4,0,1826.6899999999998,5300.09
454,1,1,1,4,28.11,1,2,27,0,1,74.95,308.7,0,112.44,421.14
455,1,0,0,55,8.93,1,2,21,0,1,98.8,5617.75,0,491.15,6108.9
456,1,1,1,32,2.08,1,2,25,0,1,80.3,2483.05,0,66.56,2549.61
457,2,0,0,66,45.59,1,2,24,0,0,80.45,5224.35,140,3008.94,8373.29
458,1,1,1,6,40.44,1,2,25,0,1,84.2,519.15,0,242.64,761.79
459,1,0,0,4,12.86,1,2,4,1,1,88.85,372.45,0,51.44,423.89
460,1,0,0,3,0.0,1,1,30,0,1,25.3,77.75,0,0.0,77.75
461,1,0,0,8,43.98,1,2,27,1,1,101.35,780.5,0,351.84,1132.34
462,2,1,1,3,41.3,1,2,2,1,1,105.9,334.65,0,123.89999999999999,458.54999999999995
463,2,1,1,43,17.43,1,2,26,1,1,103.0,4414.3,0,749.49,5163.79
464,1,0,0,13,4.45,1,2,25,0,1,82.0,1127.2,0,57.85,1185.05
465,2,1,1,27,45.82,1,2,13,1,1,101.25,2754.45,0,1237.14,3991.59
466,1,0,0,25,18.46,1,2,3,0,1,89.5,2196.15,0,461.5,2657.65
467,1,0,0,22,5.09,1,2,23,0,0,74.4,1692.6,0,111.97999999999999,1804.58
468,1,1,1,18,25.27,1,2,15,0,1,99.75,1836.25,0,454.86,2291.11
469,2,0,0,56,19.46,1,2,28,1,1,111.95,6418.9,0,1089.76,7508.66
470,1,0,0,16,0.0,1,1,24,0,1,39.0,679.85,0,0.0,679.85
471,2,1,1,50,37.12,1,2,4,0,0,88.05,4367.35,100,1855.9999999999998,6323.35
472,1,0,0,3,23.82,1,2,30,0,1,75.05,256.25,0,71.46000000000001,327.71000000000004
473,1,1,1,1,31.27,1,2,11,0,0,74.45,74.45,10,31.27,115.72
474,1,0,0,1,8.35,1,2,23,0,1,75.75,75.75,0,8.35,84.1
475,1,0,0,4,10.61,1,2,8,0,0,74.4,306.6,20,42.44,369.04
476,2,1,3,71,47.02,1,2,12,1,1,96.35,6766.95,0,3338.42,10105.369999999999
477,2,1,10,2,33.1,1,2,11,1,0,95.5,181.65,10,66.2,257.85
478,1,0,0,1,11.89,1,1,12,0,1,45.25,45.25,0,11.89,57.14
479,1,0,0,43,12.58,1,2,26,0,1,90.25,3838.75,0,540.94,4379.6900000000005
480,1,1,9,25,30.6,1,1,2,0,1,69.5,1752.65,0,765.0,2517.65
481,2,1,9,60,48.9,1,0,16,1,1,74.85,4456.35,0,2934.0,7390.35
482,2,1,3,66,21.79,1,2,9,1,1,108.45,7076.35,0,1438.1399999999999,8514.49
483,2,1,9,64,16.33,1,2,10,1,1,111.6,7099.0,0,1045.12,8144.12
484,2,0,0,56,47.13,1,2,29,1,1,110.5,6139.5,0,2639.28,8778.78
485,1,0,0,30,38.61,1,1,5,0,1,74.75,2111.3,0,1158.3,3269.6000000000004
486,1,0,0,1,27.65,1,2,2,0,1,74.7,74.7,0,27.65,102.35
487,2,0,0,66,0.0,1,0,9,1,1,45.55,3027.25,0,0.0,3027.25
488,1,0,0,71,0.0,1,1,20,0,1,56.45,3985.35,0,0.0,3985.35
489,2,1,1,72,20.48,1,1,6,1,1,88.05,6425.65,0,1474.56,7900.209999999999
490,0,1,7,71,30.72,0,3,0,0,0,23.95,1756.2,0,2181.12,3937.3199999999997
491,1,1,1,23,42.59,1,2,2,0,1,86.8,1975.85,0,979.57,2955.42
492,2,1,2,65,38.32,1,2,25,1,1,94.4,6126.15,0,2490.8,8616.95
493,1,0,0,13,10.51,1,1,20,1,1,54.8,731.3,0,136.63,867.93
494,1,0,0,4,36.4,1,2,29,0,1,75.35,273.4,0,145.6,419.0
495,2,1,5,29,0.0,1,0,23,1,1,45.0,1228.65,0,0.0,1228.65
496,2,1,1,57,36.66,1,2,9,0,1,89.85,4925.35,0,2089.62,7014.97
497,1,0,0,19,7.95,1,2,12,0,0,105.0,2007.25,20,151.05,2178.3
498,1,1,3,20,27.56,1,2,3,0,1,107.05,2172.05,0,551.1999999999999,2723.25
499,1,1,5,21,42.95,1,1,30,0,1,64.95,1339.8,0,901.95,2241.75
500,1,0,0,6,8.06,1,2,19,0,1,89.35,567.8,0,48.36,616.16
501,2,1,4,35,2.12,1,2,3,1,1,100.8,3437.5,0,74.2,3511.7
502,2,1,9,38,28.3,1,2,27,0,1,101.15,3741.85,0,1075.4,4817.25
503,1,0,0,5,9.56,1,2,13,0,1,69.35,341.6,0,47.800000000000004,389.40000000000003
504,1,1,9,11,29.15,1,2,2,0,1,82.9,880.05,0,320.65,1200.6999999999998
505,1,1,3,28,0.0,1,1,58,0,0,35.9,973.65,40,0.0,1013.65
506,1,0,0,17,1.06,1,2,25,1,1,82.65,1470.05,0,18.02,1488.07
507,1,0,0,32,19.92,1,1,14,0,0,54.65,1830.1,10,637.44,2477.54
508,1,0,0,1,7.77,1,2,22,0,1,72.1,72.1,0,7.77,79.86999999999999
509,2,1,9,64,3.76,1,2,11,1,1,97.0,6430.9,0,240.64,6671.54
510,1,0,0,7,16.36,1,2,28,0,1,89.15,574.35,0,114.52,688.87
511,1,0,0,16,9.72,1,1,29,0,1,54.1,889.0,0,155.52,1044.52
512,2,1,1,72,0.0,1,1,24,1,1,64.8,4732.35,0,0.0,4732.35
513,2,1,5,27,33.57,1,1,21,1,1,84.8,2309.55,0,906.39,3215.94
514,1,0,0,2,23.91,1,0,22,0,1,44.3,89.3,0,47.82,137.12
515,2,1,10,42,42.29,1,2,10,0,0,95.05,3944.5,100,1776.18,5820.68
516,2,1,7,33,25.15,1,2,20,1,1,109.9,3694.7,0,829.9499999999999,4524.65
517,1,0,0,33,0.0,1,0,11,1,1,54.6,1803.7,0,0.0,1803.7
518,2,1,9,32,31.86,1,2,23,0,1,93.95,2861.45,0,1019.52,3880.97
519,2,1,10,48,12.6,1,2,21,0,1,70.65,3545.05,0,604.8,4149.85
520,2,1,5,55,29.53,1,0,29,0,1,51.65,2838.55,0,1624.15,4462.700000000001
521,2,1,4,52,29.15,1,2,9,1,1,105.1,5376.4,0,1515.8,6892.2
522,1,0,0,49,24.84,1,2,14,0,1,101.55,5070.4,0,1217.16,6287.5599999999995
523,1,0,0,22,49.98,1,1,28,1,1,69.75,1545.4,0,1099.56,2644.96
524,2,1,5,72,21.37,1,2,13,1,0,116.05,8404.9,120,1538.64,10063.539999999999
525,2,1,2,64,20.19,1,2,8,1,1,102.1,6538.45,0,1292.16,7830.61
526,0,0,0,17,24.15,0,3,0,0,0,20.65,330.6,0,410.54999999999995,741.15
527,2,1,6,35,14.19,1,1,17,0,1,76.05,2747.2,0,496.65,3243.85
528,1,0,0,20,23.18,1,2,21,0,1,81.45,1671.6,0,463.6,2135.2
529,2,1,9,61,34.24,1,1,20,0,1,64.05,3902.6,0,2088.6400000000003,5991.24
530,2,1,4,71,43.99,1,2,17,0,1,80.7,5676.0,0,3123.29,8799.29
531,2,1,1,20,32.54,1,2,5,1,1,94.3,1818.3,0,650.8,2469.1
532,1,1,1,5,5.42,1,2,23,0,1,70.05,302.6,0,27.1,329.70000000000005
533,1,1,1,29,37.65,1,1,9,0,1,51.6,1442.0,0,1091.85,2533.85
534,2,1,1,72,30.78,1,2,17,1,0,115.75,8399.15,110,2216.16,10725.31
535,2,0,0,56,17.33,1,2,16,1,1,99.9,5706.3,0,970.4799999999999,6676.78
536,2,0,0,68,32.11,1,2,12,1,0,107.15,7379.8,50,2183.48,9613.28
537,2,1,9,50,14.49,1,2,17,1,1,101.9,5265.5,0,724.5,5990.0
538,1,0,0,47,14.78,1,1,10,0,1,59.6,2754.0,0,694.66,3448.66
539,2,1,6,28,45.67,1,2,8,1,1,110.85,3204.4,0,1278.76,4483.16
540,2,1,3,35,20.44,1,2,18,0,1,94.55,3365.4,0,715.4000000000001,4080.8
541,2,0,0,44,49.75,1,2,2,1,1,109.8,4860.35,0,2189.0,7049.35
542,2,0,0,66,11.63,1,2,5,1,0,102.85,6976.75,60,767.58,7804.33
543,1,1,1,10,0.0,1,0,53,0,1,34.55,362.6,0,0.0,362.6
544,2,1,7,66,25.51,1,2,15,1,1,104.6,6819.45,0,1683.66,8503.11
545,2,0,0,72,44.81,1,2,14,1,1,111.65,7943.45,0,3226.32,11169.77
546,2,0,0,49,47.72,1,2,21,1,1,89.85,4287.2,0,2338.2799999999997,6625.48
547,1,0,0,24,31.73,1,2,13,0,0,70.0,1732.6,140,761.52,2634.12
548,2,0,0,65,44.23,1,2,27,1,1,110.35,7246.15,0,2874.95,10121.099999999999
549,2,0,0,40,28.54,1,2,24,1,1,103.75,4188.4,0,1141.6,5330.0
550,0,0,0,22,34.39,0,3,0,0,0,20.05,417.0,0,756.58,1173.58
551,2,1,1,47,42.29,1,2,22,0,0,84.95,4018.05,80,1987.6299999999999,6085.68
552,1,0,0,27,34.39,1,2,19,0,1,104.65,2964.0,0,928.53,3892.5299999999997
553,2,1,7,68,34.31,1,2,15,1,1,80.35,5589.3,0,2333.08,7922.38
554,0,1,1,9,1.66,0,3,0,0,0,21.25,204.55,0,14.94,219.49
555,1,0,0,42,13.51,1,2,19,0,1,79.35,3344.1,0,567.42,3911.52
556,2,0,0,72,48.51,1,0,17,1,1,89.85,6697.35,0,3492.72,10190.07
557,2,1,8,72,15.85,1,2,2,1,1,110.8,7882.25,0,1141.2,9023.45
558,2,1,3,72,21.38,1,2,2,1,1,114.95,8196.4,0,1539.36,9735.76
559,1,0,0,3,41.44,1,2,13,1,0,75.05,202.9,10,124.32,331.73
560,2,1,4,70,16.87,1,2,3,0,1,75.65,5411.4,0,1180.9,6566.629999999999
561,0,0,0,5,30.14,0,3,0,0,0,20.05,94.15,0,150.7,244.85
562,2,1,4,60,19.68,1,2,53,0,1,93.25,5774.55,0,1180.8,6955.35
563,0,0,0,26,29.88,0,3,0,0,0,19.3,504.2,0,776.88,1271.59
564,1,0,0,7,26.29,1,2,20,1,0,84.35,609.65,10,184.03,774.51
565,2,0,0,27,35.76,1,2,4,1,1,110.5,2857.6,0,965.52,3823.12
566,1,0,0,32,1.12,1,2,5,1,1,81.1,2619.25,0,35.84,2635.84
567,1,0,0,15,1.67,1,2,21,0,1,89.0,1288.3,0,25.049999999999997,1267.6599999999999
568,1,0,0,23,17.62,1,2,25,0,0,75.4,1643.55,80,405.26000000000005,2128.81
569,1,0,0,22,23.43,1,2,22,0,1,81.7,1820.9,0,515.46,2306.48
570,1,1,10,4,14.34,1,2,14,0,1,83.25,308.05,0,57.36,325.48
571,2,1,9,32,5.73,1,2,30,1,1,91.35,2896.55,0,183.36,3052.9300000000003
572,1,1,10,7,0.0,1,1,13,0,1,29.8,220.45,0,0.0,208.61999999999998
573,1,1,9,8,22.4,1,1,23,0,1,60.9,551.95,0,179.2,714.5699999999999
574,2,0,0,56,37.3,1,1,8,1,1,73.25,4054.2,0,2088.7999999999997,6125.84
575,2,1,1,53,30.09,1,2,12,0,1,95.85,5016.25,0,1594.77,6592.17
576,0,1,2,23,45.83,0,3,0,0,0,20.75,485.2,0,1054.09,1501.6499999999999
577,1,0,0,5,14.22,1,2,4,0,1,84.7,392.5,0,71.10000000000001,422.40000000000003
578,2,1,5,45,40.85,1,2,24,1,1,86.1,3861.45,0,1838.25,5687.51
579,2,1,2,60,24.62,1,2,30,1,1,110.0,6668.35,0,1477.2,8145.55
580,2,1,5,72,15.23,1,2,2,1,1,112.4,8046.85,0,1096.56,9143.41
581,1,0,0,20,22.31,1,1,21,0,1,54.0,1055.9,0,446.2,1502.1000000000001
582,1,0,0,59,6.13,1,2,2,0,1,79.2,4590.35,0,361.67,4952.02
583,2,1,6,46,4.2,1,2,22,1,1,98.85,4564.9,0,193.20000000000002,4758.099999999999
584,2,0,0,71,37.39,1,1,22,1,0,89.85,6293.45,140,2654.69,9088.14
585,1,0,0,47,44.08,1,2,20,0,1,86.05,3865.6,0,2071.7599999999998,5937.36
586,2,1,1,72,4.59,1,2,27,1,1,114.65,8333.95,0,330.48,8664.43
587,0,1,8,14,45.76,0,3,0,0,0,19.65,228.65,0,640.64,869.29
588,1,1,8,11,28.64,1,2,22,0,1,75.2,775.3,0,315.04,1090.34
589,2,1,5,62,11.41,1,2,25,1,1,97.95,5936.55,0,707.42,6643.97
590,1,1,1,23,41.88,1,2,12,0,1,95.1,2326.05,0,963.24,3289.29
591,2,1,1,71,37.53,1,1,24,1,1,82.7,5831.2,0,2664.63,8495.83
592,2,0,0,70,0.0,1,0,13,1,1,44.05,3011.65,0,0.0,3011.65
593,2,1,1,32,49.21,1,2,19,0,1,100.4,3217.65,0,1574.72,4792.37
594,2,1,1,43,4.59,1,2,5,0,1,94.3,3953.15,0,197.37,4150.52
595,2,0,0,71,47.86,1,2,16,1,1,104.05,7413.55,0,3398.06,10811.61
596,1,1,1,20,8.98,1,1,16,0,1,60.0,1259.35,0,179.60000000000002,1438.9499999999998
597,2,1,2,61,2.19,1,2,8,1,1,98.3,6066.55,0,133.59,6200.14
598,2,1,6,23,46.82,1,2,11,0,0,90.45,2117.25,30,1076.86,3224.1099999999997
599,2,1,5,55,33.21,1,2,4,1,1,88.8,4805.3,0,1826.55,6631.85
600,1,0,0,45,0.0,1,0,4,0,0,34.2,1596.6,0,0.0,1596.6
601,1,0,0,56,10.57,1,2,28,0,1,94.8,5264.3,0,591.9200000000001,5856.22
602,1,0,0,4,8.75,1,2,4,0,0,80.25,303.7,30,35.0,368.7
603,2,1,5,49,26.0,1,2,16,1,1,88.2,4159.45,0,1274.0,5433.45
604,2,1,2,71,12.26,1,2,3,1,1,99.4,7168.25,0,870.46,8038.71
605,2,1,3,72,28.72,1,2,25,1,1,114.85,8317.95,0,2067.84,10385.79
606,2,1,3,72,16.72,1,0,9,1,1,84.45,5899.85,0,1203.84,7103.6900000000005
607,1,0,0,20,21.49,1,2,4,0,1,80.7,1614.2,0,429.79999999999995,2044.0
608,2,1,4,61,26.55,1,2,2,0,1,82.15,4904.85,0,1619.55,6524.400000000001
609,1,0,0,29,6.59,1,2,21,1,0,101.45,2948.6,60,191.10999999999999,3199.71
610,1,0,0,18,41.13,1,0,23,0,1,49.85,865.75,0,740.34,1606.0900000000001
611,2,1,7,71,36.6,1,2,10,1,1,92.0,6585.2,0,2598.6,9183.8
612,2,0,0,44,47.06,1,2,3,1,0,73.85,3122.4,100,2070.6400000000003,5293.040000000001
613,2,1,8,65,15.3,1,2,29,1,1,109.4,7227.45,0,994.5,8221.95
